"ACCESSION_NUMBER","ID","PERSONSIGNATURE","PERSONTITLE","SIGNATUREDATE"
"0001613899-21-000006",5,"Dr. Paul W. Dent","Director","2021-11-17"
"0001613899-21-000006",2,"William F. Griffin","President & CEO","2021-11-17"
"0001613899-21-000006",1,"John Stephen Burnett","Chairman","2021-11-17"
"0001669191-21-001141",3,"R. Glenn Kirk","Principal Accounting Officer","2021-11-17"
"0001669191-21-001141",2,"R. Glenn Kirk","Principal Financial Officer","2021-11-17"
"0001669191-21-001141",5,"Charles Guillory","Board Member","2021-11-17"
"0001669191-21-001141",4,"James Gaspard","Board Member","2021-11-17"
"0001669191-21-001141",1,"John Honour","Principal Executive Officer","2021-11-17"
"0001669191-21-001141",6,"R. Glenn Kirk","Board Member","2021-11-17"
"0001669191-21-001141",7,"John Honour","Board Member","2021-11-17"
"0001669191-21-001139",1,"Alan Rodriguez","Principal Executive Officer","2021-11-17"
"0001669191-21-001139",3,"Alan Rodriguez","Principal Accounting Officer","2021-11-17"
"0001669191-21-001139",4,"Alan Rodriguez","Board Member","2021-11-17"
"0001669191-21-001139",2,"Alan Rodriguez","Principal Financial Officer","2021-11-17"
"0001669191-21-001135",6,"Roderick McLean","Board Member","2021-11-17"
"0001669191-21-001135",1,"James Mulford","Principal Executive Officer","2021-11-17"
"0001669191-21-001135",3,"James Mulford","Principal Accounting Officer","2021-11-17"
"0001669191-21-001135",2,"James Mulford","Principal Financial Officer","2021-11-17"
"0001669191-21-001135",5,"David Sterling","Board Member","2021-11-17"
"0001669191-21-001135",4,"James Mulford","Board Member","2021-11-17"
"0001669191-21-001134",1,"James Mulford","Principal Executive Officer","2021-11-17"
"0001669191-21-001134",6,"Roderick McLean","Board Member","2021-11-17"
"0001669191-21-001134",2,"James Mulford","Principal Financial Officer","2021-11-17"
"0001669191-21-001134",3,"James Mulford","Principal Accounting Officer","2021-11-17"
"0001669191-21-001134",4,"James Mulford","Board Member","2021-11-17"
"0001669191-21-001134",5,"David Sterling","Board Member","2021-11-17"
"0001571942-21-000006",3,"David Barber","Director","2021-11-17"
"0001571942-21-000006",1,"Peter Murray","Director & Chair","2021-11-17"
"0001571942-21-000006",2,"Stephen Goldberg","Director","2021-11-17"
"0001670254-21-001304",1,"Yaron Moshe Tsion","Co Founder & PM","2021-11-17"
"0001670254-21-001304",2,"Yoni Cohen","Co-Founder & CEO","2021-11-17"
"0001669191-21-001132",4,"Jessica Roberts","Board Member","2021-11-17"
"0001669191-21-001132",3,"Mickal Adler","Board Member","2021-11-17"
"0001669191-21-001132",2,"Mickal Adler","Principal Accounting Officer","2021-11-17"
"0001669191-21-001132",1,"Mickal Adler","Principal Executive Officer","2021-11-17"
"0001869075-21-000002",1,"David Smith","Chief Executive Officer","2021-11-16"
"0001670254-21-001302",1,"Justin Simmons","Co-Founder & CTO","2021-11-11"
"0001670254-21-001302",2,"Jon Krystafik","Board Member","2021-11-11"
"0001670254-21-001302",3,"James Simmons","Founder & CEO","2021-11-11"
"0001665160-21-002030",1,"Dustin Feider","CEO, Principal Executive Officer and Director","2021-11-17"
"0001665160-21-002030",2,"Heather Feider","Principal Financial Officer and Principal Accounting Officer","2021-11-17"
"0001837629-21-000001",1,"Breanne Cruickshank","Director","2021-11-17"
"0001851491-21-000009",3,"Gene Song","Chief Revenue Officer","2021-11-16"
"0001851491-21-000009",4,"Geoffrey McFarlane","Member of Board of Directors","2021-11-16"
"0001851491-21-000009",1,"Mark Lynn","Chief Executive Officer","2021-11-16"
"0001851491-21-000009",2,"Morgan McLachlan","Chief Product Officer","2021-11-16"
"0001669191-21-001130",1,"Jimmy Ezzell","Principal Executive Officer","2021-11-16"
"0001669191-21-001130",2,"Jimmy Ezzell","Board Member","2021-11-16"
"0001880446-21-000005",1,"D. Wayne Baxter","CEO","2021-11-16"
"0001880446-21-000004",1,"Justin Lyle","Co-Owner","2021-11-16"
"0001880446-21-000003",1,"Trina Williams","Owner","2021-11-16"
"0001891254-21-000004",1,"Sarah Daigneault","President","2021-11-16"
"0001665160-21-002028",1,"David Akerman","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-16"
"0001888486-21-000001",2,"Joshua Russo","Chief Operations Officer","2021-11-15"
"0001872382-21-000009",1,"Rebekah Borucki","President","2021-07-13"
"0001888486-21-000001",1,"Mengtang Sun","Chief Executive Officer and Managing Member","2021-11-15"
"0001876596-21-000002",1,"Jose Morey","Chief Executive Officer","2021-11-15"
"0001670254-21-001299",1,"David Spencer","CEO","2021-11-10"
"0001670254-21-001301",1,"Aleh Manchuliantsau","Founder and CEO","2021-11-12"
"0001670254-21-001295",1,"Elliott Small","Founder and CEO","2021-11-10"
"0001670254-21-001297",3,"Eugene Erik","CEO","2021-11-09"
"0001670254-21-001297",1,"Sofia Erik","Vice President","2021-11-09"
"0001670254-21-001297",2,"Andrew Koval","CTO","2021-11-09"
"0001670254-21-001293",2,"Dmytro Usenko","CEO","2021-11-13"
"0001670254-21-001293",1,"Svetlana Lopatina","CFO","2021-11-13"
"0001669191-21-001128",1,"Wilder Rumpf","Principal Executive Officer","2021-11-15"
"0001669191-21-001128",4,"Steve Forbes","Board Member","2021-11-15"
"0001669191-21-001128",5,"Wilder Rumpf","Board Member","2021-11-15"
"0001669191-21-001128",2,"Wilder Rumpf","Principal Financial Officer","2021-11-15"
"0001669191-21-001128",3,"Wilder Rumpf","Principal Accounting Officer","2021-11-15"
"0001670254-21-001291",1,"Adam Gregory","Co-founder & COO","2021-11-12"
"0001670254-21-001291",2,"Andrew Teravskis","Co-founder & CEO","2021-11-12"
"0001665160-21-002026",2,"Galiano Tiramani","Founder and Director","2021-11-15"
"0001665160-21-002026",1,"Paolo Tiramani","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-15"
"0001665160-21-002025",1,"Howie Busch","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-15"
"0001665160-21-002023",1,"Sebastien Gaddini","Director and President","2021-11-15"
"0001665160-21-002023",2,"Spiro Leunes","Principal Financial Officer and Principal Accounting Officer","2021-11-15"
"0001665160-21-002021",1,"Michael Brower","CFO and Co-Founder","2021-11-15"
"0001665160-21-002019",1,"Melissa Meister","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-15"
"0001874177-21-000001",1,"Quan Zhang","Chief Executive Officer, Secretary and Sole Director","2021-11-15"
"0001669191-21-001120",5,"Amy Rau Segnit","Board Member","2021-11-15"
"0001669191-21-001120",4,"Seymour Segnit","Board Member","2021-11-15"
"0001669191-21-001120",3,"Seymour Segnit","Principal Accounting Officer","2021-11-15"
"0001669191-21-001120",1,"Seymour Segnit","Principal Executive Officer","2021-11-15"
"0001669191-21-001120",2,"Amy Rau Segnit","Principal Financial Officer","2021-11-15"
"0001669191-21-001118",1,"Peter  Goodman","Principal Executive Officer","2021-11-15"
"0001669191-21-001118",3,"Peter  Goodman","Principal Accounting Officer","2021-11-15"
"0001669191-21-001118",4,"Peter  Goodman","Board Member","2021-11-15"
"0001669191-21-001118",2,"Peter  Goodman","Principal Financial Officer","2021-11-15"
"0001866638-21-000003",1,"Mariam Nusrat","CEO","2021-11-15"
"0001746059-21-000555",2,"Lawrence Jarvey","Owner and CoFounder","2021-11-15"
"0001746059-21-000555",1,"Daniel Suh","Owner and CoFounder","2021-11-15"
"0001746059-21-000554",1,"Hazel Lebron","Owner and Founder","2021-11-15"
"0001665160-21-002017",1,"Saroosh Gull","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-15"
"0001837254-21-000013",1,"Zayn Kalyan","President","2020-12-24"
"0001746059-21-000553",1,"Francis Manzo","President","2021-11-15"
"0001665160-21-002015",1,"Dele Atanda","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-15"
"0001746059-21-000552",1,"Colleen Marlett","Owner and Founder","2021-11-15"
"0001890670-21-000001",1,"Mitchella Gilbert","CEO","2021-10-27"
"0001665160-21-002014",1,"Greg Barrow","CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer","2021-11-12"
"0001888287-21-000002",1,"Matthew Lutz","CEO","2021-11-12"
"0001887230-21-000001",1,"James Spence Jr.","Principal","2021-11-12"
"0001665160-21-002010",1,"Greg Barrow","CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer","2021-11-12"
"0001665160-21-002008",1,"Jamar Williams","CEO/Director","2021-11-12"
"0001888287-21-000001",1,"Matthew Lutz","CEO","2021-11-12"
"0001665160-21-002006",1,"Sara Margulis","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-12"
"0001856356-21-000006",1,"Kaushal Kulkarni","Sole Director","2021-11-12"
"0001856356-21-000005",1,"Kaushal Kulkarni","Sole Director","2021-11-12"
"0001885738-21-000001",1,"Josiah Umezurike","Founder and CEO","2021-11-12"
"0001665160-21-002005",1,"Edward McMahon","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-12"
"0001665160-21-002004",1,"Edward McMahon","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-12"
"0001669191-21-001116",6,"Andrea Mandel Mantello","Board Member","2021-11-12"
"0001669191-21-001116",5,"Luigi Boschin","Board Member","2021-11-12"
"0001669191-21-001116",4,"Bruce  Riezenman","Board Member","2021-11-12"
"0001669191-21-001116",2,"Luigi Boschin","Principal Financial Officer","2021-11-12"
"0001669191-21-001116",1,"Luigi Boschin","Principal Executive Officer","2021-11-12"
"0001669191-21-001116",3,"Luigi Boschin","Principal Accounting Officer","2021-11-12"
"0001193125-21-327931",2,"/s/ Terry Harryman","Chief Financial Officer (Principal Financial Officer)","2021-11-12"
"0001193125-21-327931",3,"/s/ Cameron McNie","Co-Chief Executive Officer, Chairman of the Board","2021-11-12"
"0001193125-21-327931",4,"/s/ Tyler McNie","Co-Chief Executive Officer, Director","2021-11-12"
"0001193125-21-327931",5,"/s/ Joel Worcester","Director","2021-11-12"
"0001193125-21-327931",1,"/s/ Scott Ford","President, Co-Chief Executive Officer and Director (Principal Executive Officer)","2021-11-12"
"0001665160-21-002003",5,"Eran Orr","CEO and Principal Executive Officer","2021-11-12"
"0001665160-21-002003",4,"Gilad Meiri","Director","2021-11-12"
"0001665160-21-002003",3,"Michael Levy","Director","2021-11-12"
"0001665160-21-002003",1,"Deepa Javeri,","Principal Financial Officer and Principal Accounting Officer","2021-11-12"
"0001665160-21-002003",2,"Hillel Bachrach","Director","2021-11-12"
"0001670254-21-001289",1,"Samir Tendulkar","Founder CEO/CTO","2021-11-10"
"0001861802-21-000002",2,"Michael Nguyen","Director","2021-11-12"
"0001861802-21-000002",1,"Anthony Do","Director","2021-11-12"
"0001665160-21-002002",1,"Edward McMahon","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-12"
"0001670254-21-001287",1,"Julien Uhlig","CEO AT EX VENTURE INC.","2021-11-09"
"0001665160-21-002001",3,"Frederick J. Murrell","Chairman of the Board","2021-11-12"
"0001665160-21-002001",4,"Troy Carter","Chief Strategy Officer","2021-11-12"
"0001665160-21-002001",2,"Russell Smith","President & CEO","2021-11-12"
"0001665160-21-002001",1,"Fredrick H Sands","Director","2021-11-12"
"0001789922-21-000002",1,"/s/ Rooshy Roychoudhury","CEO, Director","2021-11-11"
"0001789922-21-000002",2,"/s/ Justin Silver","COO, Director","2021-11-11"
"0001845790-21-000003",1,"Shante Davis by Sean Fuellhart POA","CEO","2021-11-12"
"0001665160-21-001999",1,"Frederick Akpoghene","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-12"
"0001834841-21-000002",1,"Jorge Ortiz","Director","2021-11-12"
"0001834841-21-000002",3,"Shane Hildreth","Director","2021-11-12"
"0001834841-21-000002",2,"Mark Toon","Director","2021-11-12"
"0001665160-21-001996",1,"Erika Guerrero","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer","2021-11-12"
"0001665160-21-001995",1,"Edward McMahon","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-12"
"0001891254-21-000001",1,"Sarah Daigneault","President","2021-11-12"
"0001665160-21-001994",1,"Reza Khademi","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-12"
"0001665160-21-001993",1,"Eyal Amir","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer","2021-11-12"
"0001870693-21-000003",1,"Rob Wolf by Jim Caboy POA","President","2021-11-12"
"0001670254-21-001285",1,"James Kitchen","COO","2021-11-05"
"0001670254-21-001284",1,"Tyler Hayes","Atom Limbs Co-Founder & CEO","2021-11-08"
"0001670254-21-001285",2,"Jason Domangue","Founder & CEO","2021-11-05"
"0001850557-21-000009",1,"Richard Miles by Sean Fuellhart POA","CEO","2021-11-10"
"0001863157-21-000002",2,"Reed DesRosiers","Director","2021-11-10"
"0001863157-21-000002",1,"Caroline DesRosiers","Director","2021-11-10"
"0001670254-21-001282",1,"Howard Lee Gatch","MeetEm.com","2021-11-10"
"0001669191-21-001114",5,"Amy Rau Segnit","Board Member","2021-11-10"
"0001669191-21-001114",4,"Seymour Segnit","Board Member","2021-11-10"
"0001669191-21-001114",3,"Seymour Segnit","Principal Accounting Officer","2021-11-10"
"0001669191-21-001114",2,"Amy Rau Segnit","Principal Financial Officer","2021-11-10"
"0001669191-21-001114",1,"Seymour Segnit","Principal Executive Officer","2021-11-10"
"0001746059-21-000551",1,"Adenike John","Owner and Founder","2021-11-10"
"0001665160-21-001989",1,"Daniel Lyons","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-10"
"0001665160-21-001991",1,"Edward McMahon","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-10"
"0001670254-21-001280",5,"Mark Anderson","Founder & CEO","2021-11-05"
"0001670254-21-001280",1,"Regina McNamara","CFO","2021-11-07"
"0001670254-21-001280",2,"Jayanth Franklin","Director","2021-11-07"
"0001670254-21-001280",4,"Doris Lu-Anderson","Director of Marketing","2021-11-05"
"0001670254-21-001280",3,"Ronald Lawrence Pitt","CTO","2021-11-05"
"0001875954-21-000003",1,"Roger D Whetstine","Managing Member","2021-11-10"
"0001875954-21-000002",1,"Eric Truscott","Co-Owner","2021-11-10"
"0001746059-21-000550",1,"Jeffrey Smith","Owner and Founder","2021-11-10"
"0001670254-21-001279",3,"Sabrina Kemeny","President","2021-11-09"
"0001670254-21-001279",1,"Eli Schick","Board Member","2021-11-09"
"0001670254-21-001279",2,"Rolf A Marshall","Board Member","2021-11-09"
"0001670254-21-001279",4,"Dovid Schick","CEO and Co-Founder","2021-11-09"
"0001746059-21-000549",1,"Tomas Nenortas","Owner and Founder","2021-11-10"
"0001670254-21-001278",2,"Dede Perkins","CEO","2021-11-09"
"0001670254-21-001278",1,"Anthony Perkins","Vice President","2021-11-09"
"0001885303-21-000007",1,"Will Marotti","Manager","2021-11-10"
"0001885303-21-000007",2,"James Abely","Manager","2021-11-10"
"0001670254-21-001277",1,"Cindy Damarillo Ty","CFO","2021-11-10"
"0001670254-21-001277",2,"Winston Damarillo","CEO","2021-11-10"
"0001665160-21-001984",1,"Arthur Erickson","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer","2021-11-10"
"0001881146-21-000003",1,"Sadie Kurzban","Founder & Chief Executive Officer","2021-11-09"
"0001881146-21-000003",2,"Benjamin Kurzban","Chief Financial Officer","2021-11-09"
"0001881146-21-000003",3,"Samuel Karshenboym","Chief Operations Officer","2021-11-09"
"0001881146-21-000003",4,"Derek Flanzraich","Director","2021-11-09"
"0001665160-21-001982",1,"Doron Merdinger","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer","2021-11-09"
"0001881146-21-000003",5,"Sarah Foley","Director","2021-11-09"
"0001746059-21-000548",1,"Jeff Similien","Owner and CEO","2021-11-09"
"0001665160-21-001978",1,"Denys Gurak","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer","2021-11-09"
