"ACCESSION_NUMBER","ID","ISSUER","ISSUERSIGNATURE","ISSUERTITLE"
"0001670254-21-001310",1,"Doorvest Inc.","Andrew Luong","Co-Founder & CEO"
"0001665160-21-002038",1,"Satellite Displays Inc.","Michael Williston","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001886014-21-000004",1,"Dope Pieces, LLC","Kristina Hale","Owner"
"0001886014-21-000003",1,"Baked True North LLC","Lauren Beth Marts","President"
"0001886014-21-000001",1,"Inebriated Baker LLC","Danielle Rowell","Owner"
"0001863224-21-000005",1,"LokDon, LLC","Josiah Umezurike","Founder & CEO"
"0001863224-21-000004",1,"Dome Audio Inc.","Ben White","Founder & CEO"
"0001863224-21-000003",1,"Gypsee, Inc.","Andrew Thompson","Founder & CEO"
"0001665160-21-002035",1,"Bamboo Ecologic Corporation","Russell Smith","CEO, Principal Executive Officer and Director, Principal Financial Officer, Principal Accounting Officer"
"0001665160-21-002031",1,"StartEngine Capital LLC","J. Thomas Graham,","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-21-001309",1,"Runner City, LLC","Andy Kaminski","Chief Executive Officer"
"0001670254-21-001306",1,"Runner City, LLC","Andy Kaminski","Chief Executive Officer"
"0001759667-21-000007",1,"UCCELLINI INC","Lora LeeAnne Haddock DiCarlo","Chief Executive Officer"
"0001670254-21-001308",1,"Runner City, LLC","Andy Kaminski","Chief Executive Officer"
"0001746059-21-000556",1,"River Ridge Farm & Market, LLC","Dakota Rudloff-Eastman","Owner and Founder"
"0001613899-21-000007",1,"Koolbridge Solar, Inc.","John Stephen Burnett","Chairman"
"0001613899-21-000006",1,"Koolbridge Solar, Inc.","John Stephen Burnett","Chairman"
"0001669191-21-001141",1,"Eco Allies Inc.","John Honour","Principal Executive Officer"
"0001669191-21-001139",1,"Accesr Inc.","Alan Rodriguez","Principal Executive Officer"
"0001669191-21-001135",1,"Targeted Shopping Solutions, Inc.","James Mulford","Principal Executive Officer"
"0001669191-21-001134",1,"Targeted Shopping Solutions, Inc.","James Mulford","Principal Executive Officer"
"0001571942-21-000006",1,"Maine Craft Distilling LLC","Nathaniel Luke Davidson","CEO & Founder"
"0001670254-21-001304",1,"ArmsLock USA, Inc.","Yoni Cohen","Co-Founder & CEO"
"0001669191-21-001132",1,"Mariposa Technology, Inc./LA","Mickal Adler","Principal Executive Officer"
"0001869075-21-000002",1,"Jelli Finance Co.","David Smith","Chief Executive Officer"
"0001670254-21-001302",1,"GameApart Inc","James Simmons","Founder & CEO"
"0001665160-21-002030",1,"O2 Treehouse Commercial, Inc","Dustin Feider","CEO, Principal Executive Officer and Director"
"0001837629-21-000001",1,"Radical Girl Gang, Inc.","Breanne Cruickshank","Chief Executive Officer"
"0001851491-21-000009",1,"AMASS BRANDS","Mark Lynn","Chief Executive Officer"
"0001669191-21-001130",1,"YEP, Inc.","Jimmy Ezzell","Principal Executive Officer"
"0001880446-21-000005",1,"MONKEY WRENCH BREWING COMPANY, LLC","D. Wayne Baxter","CEO"
"0001880446-21-000004",1,"Tank Glass LLC","Justin Lyle","Co-Owner"
"0001880446-21-000003",1,"Fresh Wind Catering LLC","Trina Williams","Owner"
"0001891254-21-000004",1,"MetaMorph Jewelry Studio","Sarah Daigneault","President"
"0001665160-21-002028",1,"WonderSpray, Inc","David Akerman","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-21-001295",1,"Centers for Age Control Inc.","Elliott Small","Founder and CEO"
"0001876596-21-000002",1,"Ad Astra Media, LLC","Jose Morey","Founder & Chief Executive Officer"
"0001670254-21-001299",1,"Woobie, Inc.","David Spencer","CEO"
"0001670254-21-001301",1,"USARIUM INC","Aleh Manchuliantsau","Founder and CEO"
"0001872382-21-000009",1,"Row House Publishing, Inc.","Rebekah Borucki","President"
"0001670254-21-001297",1,"SolarGaps Inc.","Eugene Erik","CEO"
"0001888486-21-000001",1,"Happy Tummy Asia LLC","Mengtang Sun","Chief Executive Officer and Managing Member"
"0001670254-21-001293",1,"Camdog Inc","Dmytro Usenko","CEO"
"0001669191-21-001128",1,"FinTron LLC","Wilder Rumpf","Principal Executive Officer"
"0001670254-21-001291",1,"Noble Story Co. LLC 1","Andrew Teravskis","Co-founder & CEO"
"0001665160-21-002026",1,"Boxabl Inc.","Paolo Tiramani","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002025",1,"Dude Apparel Brand LLC","Howie Busch","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002023",1,"Smardii, Inc.","Sebastien Gaddini","Director and President"
"0001665160-21-002021",1,"Shamroc, Inc.","Michael Brower","CFO and Co-Founder"
"0001665160-21-002019",1,"Style Station","Melissa Meister","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001874177-21-000001",1,"Quantum Music, Inc.","Quan Zhang","Chief Executive Officer, Secretary and Sole Director"
"0001669191-21-001120",1,"MAGFAST LLC","Seymour Segnit","Principal Executive Officer"
"0001669191-21-001118",1,"Kazoo LLC","Peter  Goodman","Principal Executive Officer"
"0001866638-21-000003",1,"Gaming Revolution for International Development Inc.","Mariam Nusrat","CEO"
"0001746059-21-000555",1,"PC Coffee Bar LLC","Daniel Suh","Owner and CoFounder"
"0001746059-21-000554",1,"Caribe Soul LLC","Hazel Lebron","Owner and Founder"
"0001665160-21-002017",1,"StartEngine Capital LLC","Saroosh Gull","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001837254-21-000013",1,"HT Naturals Inc.","Zayn Kalyan","President"
"0001746059-21-000553",1,"Drewrys Co","Francis Manzo","President"
"0001665160-21-002015",1,"StartEngine Capital LLC","Dele Atanda","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001746059-21-000552",1,"Filthy Filly's Enterprises","Colleen Marlett","Owner and Founder"
"0001890670-21-000001",1,"OYA Femtech Apparel, Inc.","Mitchella Gilbert","CEO"
"0001665160-21-002014",1,"Throwdown Inc.","Greg Barrow","CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer"
"0001887230-21-000001",1,"TORC Investments LLC","James Spence Jr.","Principal"
"0001888287-21-000002",1,"Off The Grid 2 Project LLC","Demar Moultrie","Managing Member"
"0001665160-21-002010",1,"Throwdown Inc.","Greg Barrow","CEO, Principal Executive Officer, Director, Principal Financial Officer, and Principal Accounting Officer"
"0001665160-21-002008",1,"Promo Drone Inc.","Jamar Williams","CEO/Director"
"0001888287-21-000001",1,"Shaky Feelin'- Brand New Day LLC","Dan Agnew","Managing Member"
"0001665160-21-002006",1,"StartEngine Capital LLC","Sara Margulis","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001856356-21-000006",1,"Eyetamins, Inc.","Kaushal Kulkarni","Chief Executive Officer"
"0001856356-21-000005",1,"Eyetamins, Inc.","Kaushal Kulkarni","CEO"
"0001885738-21-000001",1,"LokDon, LLC","Josiah Umezurike","Founder and CEO"
"0001665160-21-002005",1,"Primo Wind, Inc.","Edward McMahon","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-002004",1,"Primo Wind, Inc.","Edward McMahon","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-001116",1,"LiquidVineyards LLC","Luigi Boschin","Principal Executive Officer"
"0001193125-21-327931",1,"Hawaiian Bros Inc.","/s/ Scott Ford","President, Co-Chief Executive Officer and Director (Principal Executive Officer)"
"0001665160-21-002003",1,"XRHealth, Inc.","Eran Orr","CEO and Principal Executive Officer"
"0001670254-21-001289",1,"Khal, Inc","Samir Tendulkar","Founder CEO/CTO"
"0001861802-21-000002",1,"Rx Delivered Now Inc.","Anthony Do","Chief Executive Officer"
"0001665160-21-002002",1,"Primo Energy, Inc.","Edward McMahon","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-21-001287",1,"EX Venture Inc.","Julien Uhlig","CEO AT EX VENTURE INC."
"0001665160-21-002001",1,"Bamboo Ecologic Corp","Troy Carter","Chief Strategy Officer"
"0001789922-21-000002",1,"Aavrani, Inc.","/s/ Rooshy Roychoudhury","CEO, Director"
"0001845790-21-000003",1,"Unlock Wealth $ LLC","Shante Davis by Sean Fuellhart POA","CEO"
"0001665160-21-001999",1,"JeGo Technologies, Inc.","Frederick Akpoghene","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001834841-21-000002",1,"Varsity Hype, Inc.","Jorge Ortiz","Chief Executive Officer"
"0001665160-21-001996",1,"Redivivus, Inc.","Erika Guerrero","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001995",1,"Primo Energy, Inc.","Edward McMahon","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001891254-21-000001",1,"MetaMorph Jewelry Studio","Sarah Daigneault","President"
"0001665160-21-001994",1,"Rumble Motors, Inc.","Reza Khademi","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001993",1,"Ai Incube, Inc.","Eyal Amir","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001870693-21-000003",1,"Grow Space Orange, Inc.","Robert Wolf by Jim Caboy POA","President"
"0001850557-21-000009",1,"CLOSEM, Inc.","Richard Miles by Sean Fuellhart POA","CEO"
"0001670254-21-001285",1,"Soapy Doakes Inc.","Jason Domangue","Founder & CEO"
"0001670254-21-001284",1,"Atom Limbs Inc.","Tyler Hayes","Atom Limbs Co-Founder & CEO"
"0001863157-21-000002",1,"Troop Beverage Co.","Caroline DesRosiers","Chief Executive Officer"
"0001670254-21-001282",1,"MeetEm, LLC","Howard Lee Gatch","MeetEm.com"
"0001669191-21-001114",1,"MAGFAST LLC","Seymour Segnit","Principal Executive Officer"
"0001746059-21-000551",1,"Heritage Club LLC","Adenike John","Owner and Founder"
"0001665160-21-001989",1,"WeatherFlow Tempest, Inc.","Daniel Lyons","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001991",1,"Primo Energy, Inc.","Edward McMahon","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-21-001280",1,"Icarus RT, Inc.","Mark Anderson","Founder & CEO"
"0001875954-21-000003",1,"Colorado Manure Hauling Corp","Roger D Whetstine","Managing Member"
"0001875954-21-000002",1,"Acrospire Brewing LLC","Eric Truscott","Co-Owner"
"0001746059-21-000550",1,"Loaded Dice Brewery LLC","Jeffrey Smith","Owner and Founder"
"0001670254-21-001279",1,"Tap Systems Inc.","Dovid Schick","CEO and Co-Founder"
"0001746059-21-000549",1,"Moxi On The Rocks LLC","Tomas Nenortas","Owner and Founder"
"0001670254-21-001278",1,"Onside Compliance, Inc.","Dede Perkins","CEO"
"0001885303-21-000007",1,"Spirit of Speedway LLC","Will Marotti","Manager"
"0001670254-21-001277",1,"Talino Ventures PBC","Winston Damarillo","CEO"
"0001665160-21-001984",1,"Hylio, Inc.","Arthur Erickson","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001982",1,"Doroni Aerospace, Inc.","Doron Merdinger","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001881146-21-000003",1,"305 Fitness Inc","Sadie Kurzban","Founder & Chief Executive Officer"
"0001746059-21-000548",1,"Lowkey LLC","Jeff Similien","Owner and CEO"
"0001665160-21-001978",1,"Advanced Development of Additive Manufacturing, Inc.","Denys Gurak","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001977",1,"Yerbae Brands Co., Inc.","Todd Gibson","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001974",1,"XR Casino Inc.","Dan Martinez","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001670254-21-001275",1,"BUNNYMONEY, Inc.","Fabien Lamaison","Founder & CEO"
"0001788777-21-000006",1,"ReadyB, Inc.","EDAN MIMRAN","CEO"
"0001850557-21-000008",1,"CLOSEM, Inc.","Richard Miles by Sean Fuellhart POA","CEO"
"0001665160-21-001972",1,"Neurotez Inc.","Nikolaos Tezapsidis","Chief Executive Officer, President and Chairman of the Board of Directors"
"0001892930-21-000001",1,"Kathleen's Cutting Edge LLC","Brooke Hesse","Co-Owner"
"0001670254-21-001274",1,"Stonks Trading, Inc.","Anthony Hughes","CEO & Chief Tendies Officer"
"0001669191-21-001111",1,"Kazoo LLC","Peter  Goodman","Principal Executive Officer"
"0001665160-21-001970",1,"Clearwater Distilling Co LLC","Matt Eau Claire","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-001109",1,"Beyond Wellness Inc.","Karen Parmenter","CEO"
"0001873827-21-000002",1,"Helix Power Corp","Matthew Lazarewicz","President & Co-Founder"
"0001746059-21-000547",1,"Biscuit & Counter, LLC","Marlo Sandler","Owner and CoFounder"
"0001746059-21-000546",1,"Emerald River of Maine LLC","Morriss Partee","Owner and CoFounder"
"0001780439-21-000017",1,"Rockval Inc","Grant Gregory Weiss","CEO"
"0001665160-21-001968",1,"Everybody Water, Inc.","Megan Hayes","Co-CEO and Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-001107",1,"Orbital Assembly Corporation","Rhonda Stevenson","Principal Executive Officer"
"0001670254-21-001271",1,"StarWalker Industries, Inc.","David Walker","President and CEO"
"0001875534-21-000002",1,"4BIDDENKNOWLEDGE, INC.","Billy Carson by Sean Fuellhart POA","CEO"
"0001665160-21-001967",1,"Seltzer Revolutions, Inc.","Alice Chen","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-001104",1,"LiveMasterminds.com LLC","Raju Panjwani","Principal Executive Officer"
"0001747584-21-000027",1,"Elm Lea Renewable Energy, LLC","Alex Blackmer","Manager"
"0001669191-21-001102",1,"Acquire Skills and Knowledge Education Inc.","Ruth Nemire","Principal Executive Officer"
"0001669191-21-001100",1,"Launchspace Technologies Corporation","John Bauman","Principal Executive Officer"
"0001670254-21-001270",1,"Voi, Inc.","Rick Johnson","CEO"
"0001670254-21-001269",1,"MySwimPro, Inc.","Fares Ksebati","CEO"
"0001892366-21-000001",1,"Mira Zaki Photography LLC","Mira Vicki Zaki","Owner"
"0001634025-21-000010",1,"PittMoss LLC","Brian Scott","CEO"
"0001670254-21-001268",1,"Solstar Space Company","M. Brian Barnett","Founder & CEO"
"0001665160-21-001966",1,"Tombot, Inc.","Thomas E. Stevens","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001788590-21-000004",1,"Suitable Inc","Raymond Li","Founder & Chief Executive Officer"
"0001817438-21-000003",1,"Raindrop Texting Solutions, Inc","Mike Brown by Sean Fuellhart POA","Partner"
"0001816003-21-000005",1,"Exit 6, LLC","Alan Shetzer by Sean Fuellhart POA","CEO"
"0001815955-21-000004",1,"CTC Ventures, Inc.","Corey Lewis by Sean Fuellhart POA","CEO"
"0001817190-21-000006",1,"Livewell Assisted Living, Inc","Justin Beckett by Sean Fuellhart POA","CEO"
"0001746059-21-000545",1,"Verdant Reparative Inc.","Tito Jackson","Owner and Founder"
"0001877762-21-000003",1,"Alchemy Springs Partners, LLC","Anne Nickel Cannady","As the Manager of, Mountain Lion Ventures LLC, the Manager"
"0001780439-21-000016",1,"Rockval Inc","Grant Gregory Weiss","CEO"
"0001665160-21-001964",1,"StartEngine Capital LLC","Dan Brazelton","CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer"
"0001665160-21-001963",1,"6D BYTES INC.","Vipin Jain","President, CEO, Principal Executive Officer, Director, Principal Financial Officer and Principal Accounting Officer"
"0001669191-21-001098",1,"OmniValley, Inc.","James Buchanan","Principal Executive Officer"
